queueRank,status,submitted,company,role,fitTier,companyType,jobDomain,domainResume,location,applicationUrl,folder,resumePath,trackerNote
148,submitted,2026-06-07,EliseAI,Software Engineer,medium,Startup / venture-backed company,AI/ML / applied AI,ai_ml,"New York, NY",https://jobs.ashbyhq.com/eliseai/1ffbd278-a5fe-443c-984f-521d61a97353?utm_source=vansh,ng_applications/0148__EliseAI__Software_Engineer,ng_applications/0148__EliseAI__Software_Engineer/Yuanbo_Pang_Resume.pdf,"Submitted via Ashby on 2026-06-07 with AI/ML resume. Used correct phone 408-460-7526, location San Jose CA, GPA 3.728 because required, sponsorship no, onsite/relocation yes. Confirmation: application successfully submitted."
149,closed,,Ellipsis Labs,Software Engineer,medium,Startup / venture-backed company,Backend / full-stack software,backend,NYC,https://jobs.ashbyhq.com/ellipsislabs/caa49297-d5a3-4d03-b8c9-bdc7b77fb0bb/application?utm_source=vansh,ng_applications/0149__Ellipsis_Labs__Software_Engineer,ng_applications/0149__Ellipsis_Labs__Software_Engineer/Yuanbo_Pang_Resume.pdf,Checked Ashby on 2026-06-07: page says Job not found.
150,ready,,Emerge Career,Founding Product Engineer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"New York, NY",https://www.workatastartup.com/jobs/79286?utm_source=vansh,ng_applications/0150__Emerge_Career__Founding_Product_Engineer,ng_applications/0150__Emerge_Career__Founding_Product_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
151,submitted,2026-06-07,Epic Kids,Junior Software Engineer - Full-Stack,medium,Startup / small-to-mid company,Backend / full-stack software,backend,Remote in USA,https://job-boards.greenhouse.io/epickids/jobs/7751646003?utm_source=Simplify&ref=Simplify,ng_applications/0151__Epic_Kids__Junior_Software_Engineer_-_Full-Stack,ng_applications/0151__Epic_Kids__Junior_Software_Engineer_-_Full-Stack/Yuanbo_Pang_Resume.pdf,User reported Epic Kids was submitted manually after prior Greenhouse phone-country issue; tracker updated accordingly.
152,ready,,FormFactor Inc.,Test Engineer,medium,Startup / small-to-mid company,QA / test / validation,qa,"Livermore, CA",https://jobright.ai/jobs/info/6a060c11320bff2205ea748c?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0152__FormFactor_Inc.__Test_Engineer,ng_applications/0152__FormFactor_Inc.__Test_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
153,ready,,FormFactor Inc.,Test Engineer,medium,Startup / small-to-mid company,QA / test / validation,qa,"Livermore, CA, US",https://jobright.ai/jobs/info/6a08fa576186f4685988af2b?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0153__FormFactor_Inc.__Test_Engineer,ng_applications/0153__FormFactor_Inc.__Test_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
154,ready,,Fortune,Full Stack Software Engineer Next.js,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"New York, NY",https://jobright.ai/jobs/info/6a061155f3d6cc51d638e712?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0154__Fortune__Full_Stack_Software_Engineer_Next.js,ng_applications/0154__Fortune__Full_Stack_Software_Engineer_Next.js/Yuanbo_Pang_Resume.pdf,previously verified live link
155,ready,,Fortune,Full Stack Software Engineer Next.js,medium,Startup / small-to-mid company,Backend / full-stack software,backend,New York City,https://jobright.ai/jobs/info/69b904a456973837413e7b6d?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0155__Fortune__Full_Stack_Software_Engineer_Next.js,ng_applications/0155__Fortune__Full_Stack_Software_Engineer_Next.js/Yuanbo_Pang_Resume.pdf,previously verified live link
156,not_fit,,FOX Tech,Temp - Orchestration Engineer I,medium,Startup / small-to-mid company,General software / IT,backend,"Los Angeles, CA",https://jobright.ai/jobs/info/6a22295e4bdf8a5a96bda7e3?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0156__FOX_Tech__Temp_-_Orchestration_Engineer_I,ng_applications/0156__FOX_Tech__Temp_-_Orchestration_Engineer_I/Yuanbo_Pang_Resume.pdf,"Not fit/rechecked 2026-06-07: official FOX Careers posting is Temp - Orchestration Engineer I, marked Experienced Hires and temporary; not NG SWE target."
157,ready,,FurtherAI,Forward Deployed Engineer,medium,Startup / venture-backed company,AI/ML / applied AI,ai_ml,"San Francisco, CA, US",https://jobright.ai/jobs/info/69324ac0764507023d1acb44?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0157__FurtherAI__Forward_Deployed_Engineer,ng_applications/0157__FurtherAI__Forward_Deployed_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
158,not_fit,,Gateway Services Inc.,Software Engineer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Guelph, ON, CA",https://jobright.ai/jobs/info/69b1fce865de58104c716a08?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0158__Gateway_Services_Inc.__Software_Engineer,ng_applications/0158__Gateway_Services_Inc.__Software_Engineer/Yuanbo_Pang_Resume.pdf,"Gateway Services role location is Guelph, ON, Canada; outside current US OPT no-sponsor application target. Screened out before applying."
159,submitted,2026-06-07,Giga AI,Software Engineer 1 / 2 - New York,medium,Startup / venture-backed company,AI/ML / applied AI,ai_ml,NYC,https://jobs.ashbyhq.com/gigaml/ba9b543d-e85c-4bd1-978b-f838d7a4062f/application?utm_source=Simplify&ref=Simplify,ng_applications/0159__Giga_AI__Software_Engineer_1_2_-_New_York,ng_applications/0159__Giga_AI__Software_Engineer_1_2_-_New_York/Yuanbo_Pang_Resume.pdf,Submitted via Ashby. Confirmation: Your application was successfully submitted. Used 408 phone strategy/no sponsorship and AI-agent tailored note.
160,submitted,2026-06-07,GigaML,Software Engineer I / II - New York,medium,Startup / venture-backed company,Backend / full-stack software,backend,New York,https://jobs.ashbyhq.com/gigaml/ba9b543d-e85c-4bd1-978b-f838d7a4062f,ng_applications/0160__GigaML__Software_Engineer_I_II_-_New_York,ng_applications/0160__GigaML__Software_Engineer_I_II_-_New_York/Yuanbo_Pang_Resume.pdf,Duplicate tracker entry for same GigaML Software Engineer I/II Ashby posting submitted under rank 159 on 2026-06-07. Confirmation: Your application was successfully submitted.
161,needs_recheck,,Glide,"Junior Full Stack Engineer - Frontend and Backend - TypeScript, React, Node.js, Next.js",medium,Startup / venture-backed company,Backend / full-stack software,backend,NYC,https://jobs.ashbyhq.com/glide/5ece3064-6884-43c2-923c-066d6187b25d/application?utm_source=Simplify&ref=Simplify,ng_applications/0161__Glide__Junior_Full_Stack_Engineer_-_Frontend_and_Backend_-_TypeSc,ng_applications/0161__Glide__Junior_Full_Stack_Engineer_-_Frontend_and_Backend_-_TypeSc/Yuanbo_Pang_Resume.pdf,"Form only shows graduation options through May 2026 / Dec 2025; user graduation is Dec 2026, so do not submit with incorrect graduation date. Needs manual recheck or contact."
162,not_fit,,Haley & Aldrich,Staff Software Developer 2,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"San Diego, CA, US",https://jobright.ai/jobs/info/6a203d184bdf8a5a96bcf599?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0162__Haley_Aldrich__Staff_Software_Developer_2,ng_applications/0162__Haley_Aldrich__Staff_Software_Developer_2/Yuanbo_Pang_Resume.pdf,"Role is Staff Software Developer 2, not new-grad/junior target. Screened out before applying."
163,submitted,2026-06-07,Handshake,Software Engineer 1 - Coding Pod,medium,Startup / venture-backed company,Backend / full-stack software,backend,SF,https://jobs.ashbyhq.com/handshake/c8550c33-fd2c-4ba6-aa5a-d1e2574b0b06/application?utm_source=Simplify&ref=Simplify,ng_applications/0163__Handshake__Software_Engineer_1_-_Coding_Pod,ng_applications/0163__Handshake__Software_Engineer_1_-_Coding_Pod/Yuanbo_Pang_Resume.pdf,"Submitted via Ashby on 2026-06-07. Used Berkeley email, correct phone 408-460-7526, location San Jose CA, relocation/onsite yes, work authorization yes, sponsorship no, EEOC per profile. Confirmation: Your application was successfully submitted."
164,submitted,2026-06-07,Handshake,Software Engineer I - Annotations,medium,Startup / venture-backed company,Backend / full-stack software,backend,"San Francisco, CA",https://jobs.ashbyhq.com/handshake/ec4ec9c6-dcf6-4ef8-8e8c-64c564837077,ng_applications/0164__Handshake__Software_Engineer_I_-_Annotations,ng_applications/0164__Handshake__Software_Engineer_I_-_Annotations/Yuanbo_Pang_Resume.pdf,"Submitted via Ashby on 2026-06-07 with backend resume. Used Berkeley email, correct phone 408-460-7526, location San Jose CA, relocation/onsite yes, work authorization yes, sponsorship no, EEOC per profile. Confirmation: Your application was successfully submitted."
165,submitted,2026-06-07,Handshake,Software Engineer I - Coding,medium,Startup / venture-backed company,Backend / full-stack software,backend,"San Francisco, CA",https://jobs.ashbyhq.com/handshake/c8550c33-fd2c-4ba6-aa5a-d1e2574b0b06,ng_applications/0165__Handshake__Software_Engineer_I_-_Coding,ng_applications/0165__Handshake__Software_Engineer_I_-_Coding/Yuanbo_Pang_Resume.pdf,Duplicate tracker entry for same Handshake Coding/Coding Pod Ashby posting submitted under rank 163 on 2026-06-07. Confirmation: Your application was successfully submitted.
166,submitted,2026-06-07,Handshake,Software Engineer I - RLE,medium,Startup / venture-backed company,Backend / full-stack software,backend,"San Francisco, CA",https://jobs.ashbyhq.com/handshake/2cfafa1a-d47d-4bc2-9c41-4c50bcba0245,ng_applications/0166__Handshake__Software_Engineer_I_-_RLE,ng_applications/0166__Handshake__Software_Engineer_I_-_RLE/Yuanbo_Pang_Resume.pdf,"Submitted via Ashby on 2026-06-07 with backend resume. Used Berkeley email, correct phone 408-460-7526, location San Jose CA, relocation/onsite yes, work authorization yes, sponsorship no, EEOC per profile. Confirmation: Your application was successfully submitted."
167,ready,,Heartflow,Software Engineer - Frontend Medical Apps,medium,Startup / venture-backed company,Backend / full-stack software,backend,San Francisco,https://jobright.ai/jobs/info/6a1e05966b135014dbc9a26c?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0167__Heartflow__Software_Engineer_-_Frontend_Medical_Apps,ng_applications/0167__Heartflow__Software_Engineer_-_Frontend_Medical_Apps/Yuanbo_Pang_Resume.pdf,previously verified live link
168,not_fit,,High Tech Genesis,Software Developer - Ruby on Rails,medium,Startup / small-to-mid company,AI/ML / applied AI,ai_ml,"Ottawa, CA",https://jobright.ai/jobs/info/6a21e766338c012305121969?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0168__High_Tech_Genesis__Software_Developer_-_Ruby_on_Rails,ng_applications/0168__High_Tech_Genesis__Software_Developer_-_Ruby_on_Rails/Yuanbo_Pang_Resume.pdf,"High Tech Genesis role location is Ottawa, Canada; outside current US OPT no-sponsor application target. Screened out before applying."
169,not_fit,,HME,Integration Test Engineer,medium,Startup / small-to-mid company,QA / test / validation,qa,"Cambridge, CAM CB259TP, GBR",https://jobright.ai/jobs/info/6a1dba0a9111f771d1a1a787?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0169__HME__Integration_Test_Engineer,ng_applications/0169__HME__Integration_Test_Engineer/Yuanbo_Pang_Resume.pdf,"HME role location is Cambridge, UK/GBR; outside current US OPT no-sponsor application target. Screened out before applying."
170,ready,,Hypha,Full Stack Product Engineer,medium,Startup / venture-backed company,Backend / full-stack software,backend,"New York, NY",https://jobright.ai/jobs/info/6a20d954338c01230511bce6?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0170__Hypha__Full_Stack_Product_Engineer,ng_applications/0170__Hypha__Full_Stack_Product_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
171,ready,,iCapital,Configuration Developer - Analyst,medium,Startup / small-to-mid company,Backend / full-stack software,backend,US CO - Colorado Springs,https://jobright.ai/jobs/info/6a21db9fc00e701fe8371499?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0171__iCapital__Configuration_Developer_-_Analyst,ng_applications/0171__iCapital__Configuration_Developer_-_Analyst/Yuanbo_Pang_Resume.pdf,previously verified live link
172,ready,,Icon,Founding Engineer,medium,Startup / venture-backed company,General software / IT,backend,NYC,https://jobs.ashbyhq.com/icon/8de569c7-814f-4ffe-9c21-a92d7b806be2/application?utm_source=Simplify&ref=Simplify,ng_applications/0172__Icon__Founding_Engineer,ng_applications/0172__Icon__Founding_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
173,ready,,ICONIQ Capital,Full Stack Engineer - Associate,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Salt Lake City, Utah, United States",https://job-boards.greenhouse.io/icapitalnetwork/jobs/8452448002,ng_applications/0173__ICONIQ_Capital__Full_Stack_Engineer_-_Associate,ng_applications/0173__ICONIQ_Capital__Full_Stack_Engineer_-_Associate/Yuanbo_Pang_Resume.pdf,previously verified live link
174,ready,,ICONIQ Capital,Full Stack Engineer - Associate,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"New York, New York, United States",https://job-boards.greenhouse.io/icapitalnetwork/jobs/8549590002,ng_applications/0174__ICONIQ_Capital__Full_Stack_Engineer_-_Associate,ng_applications/0174__ICONIQ_Capital__Full_Stack_Engineer_-_Associate/Yuanbo_Pang_Resume.pdf,previously verified live link
175,ready,,Idler,Software Engineer 🇺🇸,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"San Francisco, CA",https://www.workatastartup.com/jobs/83889?utm_source=vansh,ng_applications/0175__Idler__Software_Engineer,ng_applications/0175__Idler__Software_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
176,ready,,ION,"iOS Engineer, New York",medium,Startup / small-to-mid company,Mobile,mobile,New York,https://jobright.ai/jobs/info/6a216dc5c00e701fe836e50e?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0176__ION__iOS_Engineer_New_York,ng_applications/0176__ION__iOS_Engineer_New_York/Yuanbo_Pang_Resume.pdf,previously verified live link
177,ready,,Isuzu North America,Autonomous Driving Kit Software Engineer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Plymouth, MI",https://jobright.ai/jobs/info/6a21fb3c902d19201c7bb89e?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0177__Isuzu_North_America__Autonomous_Driving_Kit_Software_Engineer,ng_applications/0177__Isuzu_North_America__Autonomous_Driving_Kit_Software_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
178,ready,,Ivo,Software Engineer,medium,Startup / venture-backed company,Backend / full-stack software,backend,"San Francisco, CA",https://jobs.lever.co/ivo/1629cbb2-c07c-4214-a1e2-b4e96c9cc66c?utm_source=vansh,ng_applications/0178__Ivo__Software_Engineer,ng_applications/0178__Ivo__Software_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
179,needs_recheck,,Ivo,"Software Engineer, Backend",medium,Startup / venture-backed company,Backend / full-stack software,backend,"San Francisco, CA",https://jobs.lever.co/ivo/3ce9dc16-90fd-4b99-b4b9-dfd48ec1a50d?utm_source=Simplify&ref=Simplify,ng_applications/0179__Ivo__Software_Engineer_Backend,ng_applications/0179__Ivo__Software_Engineer_Backend/Yuanbo_Pang_Resume.pdf,"Ivo Software Engineer Backend Lever form filled to submit-ready with San Jose resume PDF uploaded, profile fields and custom answers completed. Awaiting user confirmation for final Submit application click; do not count as submitted yet."
